title,detail_url,score
正社員（無期雇用派遣） 学歴不問 22日前 【沖縄】システムエンジニア（C#、NET）◆U・Iターン歓迎◆年間休日125日！ キャル株式会社 / Web系システムエンジニア,https://en-gage.net/user/search/desc/16230670?aroute=1105&PK=AFAAC8,15
"★【人生を変える転職！】ITエンジニア ◎知識ゼロOK／家賃補助95％／賞与3.5ヶ月分～/east 株式会社アスパーク 東京都東京都 月給20万6,000円 ～ 80万円",https://en-gage.net/user/search/desc/16099966/?aroute=1412&PK=AFAAC8,0
"【学生向け】長期インターンシップ【東京】システムエンジニア　Ｓｋｙ株式会社で開発スキルを磨こう！ Ｓｋｙ株式会社 東京都港区 時給2,000円 ～",https://en-gage.net/user/search/desc/13893111/?aroute=1412&PK=AFAAC8,0
「プログラミング、ちょっと興味ある」から始める！未経験からの開発エンジニア採用/20~30代活躍中！ 株式会社NEW GATE 東京都新宿区 月給25万85円 ～ 60万円,https://en-gage.net/user/search/desc/15673699/?aroute=1412&PK=AFAAC8,0
AIスキルが身につく！未経験から始めるプロンプトエンジニア♪髪色ネイル自由◎ 株式会社ラフライン 東京都新宿区 月給30万円 ～ 60万円,https://en-gage.net/user/search/desc/16657422/?aroute=1412&PK=AFAAC8,0
